protein,ADOL,AGED,CHLD,INFT,MDAG
smoothelin,0.044705404845130525,0.05219062723856112,0.03922662199727039,0.048387279281248495,0.05649774522105281
receptor-type_tyrosine-protein_phosphatase_eta,0.02953893924038383,0.03087115472187212,0.018238997038648088,0.015084041354051753,0.028970721326636712
pleckstrin_homology_domain-containing_family_a_member_1,0.0,0.0,0.0,0.0,0.008078829764618557
frizzled-9,0.008890615468158603,0.008336866906611819,0.0,0.0,0.012805247452088496
neugrin,0.0,0.008337045270393037,0.0,0.0,0.008078775076578382
charged_multivesicular_body_protein_2b,0.0,0.05396610459920066,0.021056578453777577,0.0,0.056191202844852677
pepsin_a-5,0.0,0.013214547618568363,0.0,0.00952036214637602,0.012805016891514245
cytochrome_b-c1_complex_subunit_7,0.0,0.0,0.009122622981627181,0.0,0.0
lim_domain-binding_protein_3,0.00889038511471465,0.008336650900643438,0.0,0.015091682177583703,0.00807839292386112
dnaj_homolog_subfamily_c_member_13,0.0,0.008337045270393037,0.0,0.0,0.008078775076578382
c3_and_pzp-like_alpha-2-macroglobulin_domain-containing_protein_8,0.008890702810023778,0.0,0.009122489628357872,0.0,0.008078681602867043
cytoplasmic_aconitate_hydratase,0.04126947876488162,0.046752152850380764,0.03796803800092456,0.03710228004910654,0.048759092548128546
arachidonate_15-lipoxygenase,0.032346969372350924,0.06689026845135726,0.0,0.05109207473892884,0.0680249959555655
ngfi-a-binding_protein_2,0.008889348222828568,0.023416250169992086,0.0,0.0,0.018760661173287
paired_mesoderm_homeobox_protein_2b,0.026657535359436248,0.0,0.03378645685458924,0.04059914714717189,0.022655864968817982
alpha-crystallin_a_chain,0.0,0.0,0.0,0.0,0.008078829764618557
fibroblast_growth_factor_13,0.008890385132823234,0.008336650917624136,0.009122163669091314,0.0,0.016159593587971727
platelet_glycoprotein_ix,0.0,0.013212622468461279,0.01824701812797935,0.01904488039643206,0.01875942493689582
dynamin-1-like_protein,0.008885086450824406,0.027709678562890076,0.027381362817250426,0.019036152470937467,0.026846754198670796
hepatocyte_nuclear_factor_3-beta,0.008889386014519648,0.016674811751648273,0.009121138503077253,0.015089986176520537,0.020888646691547993
heat_shock_factor_protein_2,0.00889021590621297,0.008336492231228138,0.009121990030625382,0.0,0.018762492388981603
lysosomal_protective_protein,0.0370657120837237,0.03473829475842316,0.036490048087388205,0.04548491947959773,0.03365652995484103
"malonyl-coa_decarboxylase,_mitochondrial",0.008890228696473155,0.0,0.01445982358135001,0.015091416653159627,0.0
integrin_alpha-11,0.0,0.01321442634456982,0.0,0.009520274775062346,0.016158873692805536
dynamin-1,0.03560595792027535,0.00832774124826622,0.038809014360982316,0.028561976773399285,0.022666096587618572
long-chain_fatty_acid_transport_protein_4,0.0,0.0,0.0,0.02211718110196604,0.012804004339300462
zinc_finger_protein_zic_4,0.008890727241735511,0.008336971718414523,0.0,0.0,0.008078703803138984
nuclear_factor_1_b-type,0.0,0.008336861113053025,0.009122393669978213,0.0,0.012805238553307355
iron-sulfur_protein_nubpl,0.0,0.01321449149581427,0.0,0.0,0.016159652661909843
homocysteine-responsive_endoplasmic_reticulum-resident_ubiquitin-like_domain_member_1_protein,0.01777080092865353,0.029904941494431295,0.018234477732408015,0.0221005085905211,0.03437251183058077
membrane-associated_transporter_protein,0.008889660197806097,0.0,0.02118929433888192,0.015090451610465646,0.008077734216330582
xylulose_kinase,0.008890727241735511,0.008336971718414523,0.0,0.0,0.008078703803138984
"leucine-rich_ppr_motif-containing_protein,_mitochondrial",0.060377017951733135,0.07545261846610544,0.052247573855375415,0.05181318702371591,0.08099462011934985
cholesterol_7-alpha-monooxygenase,0.03459379611283509,0.0514955505395345,0.02345068696008934,0.014998431603109324,0.05511432738918874
integrin_beta-7,0.008889516831273954,0.025017746705570137,0.009121272730315511,0.0,0.024241305718072054
killer_cell_lectin-like_receptor_subfamily_b_member_1,0.0206457903350679,0.00833549092030505,0.014458065985529704,0.009518962216578412,0.024244642455333826
ets-related_transcription_factor_elf-1,0.0,0.0,0.0,0.0,0.008078829764618557
excitatory_amino_acid_transporter_3,0.017783027917264917,0.01321262653815081,0.018247023748339645,0.009518978112520659,0.018760270120789097
discoidin_domain-containing_receptor_2,0.0,0.021556352873295586,0.0,0.0,0.024247666978597118
nucleophosmin,0.06155168185986916,0.06374582899715243,0.05547548475399201,0.04080786685516273,0.0676001463068757
carbonic_anhydrase-related_protein,0.0,0.013214874231838588,0.0,0.0,0.0080786564503805
sarcoplasmic/endoplasmic_reticulum_calcium_atpase_3,0.008880683438438303,0.04098437538775131,0.009112209044772496,0.0,0.043106475173799945
son_of_sevenless_homolog_2,0.0,0.0,0.0,0.0,0.01615859527600771
phosphomevalonate_kinase,0.008890702810023778,0.0,0.009122489628357872,0.0,0.008078681602867043
5-hydroxytryptamine_receptor_1f,0.008884675250108238,0.03338800286679394,0.0,0.0,0.034369904713188036
junctophilin-2,0.017782534090797664,0.01667502847172545,0.009121257049173591,0.0,0.02088796383816993
growth_factor_receptor-bound_protein_10,0.0,0.008336552380364924,0.014459907107994288,0.0,0.016159402585364344
pre-b-cell_leukemia_transcription_factor_1,0.0,0.013214582332217735,0.009122259722571212,0.0,0.012805050529356373
gamma-aminobutyric_acid_receptor-associated_protein,0.0,0.008336803805029182,0.0,0.0,0.016159889941789907
lymphoid_enhancer-binding_factor_1,0.04591833425747967,0.05420581076397996,0.045077182684282964,0.021940379385729784,0.054195618761778544
annexin_a7,0.03471171962281134,0.03922903544619086,0.037286337536931155,0.015059381846630067,0.0445285103484353
40s_ribosomal_protein_s3a,0.0,0.008337045270393037,0.0,0.0,0.008078775076578382
receptor-type_tyrosine-protein_phosphatase_epsilon,0.0,0.00833699234126106,0.0,0.00952067680897472,0.0
serglycin,0.034715700455288344,0.04251042898811863,0.0,0.009504719756719697,0.04342203002869351
"cgmp-dependent_3',5'-cyclic_phosphodiesterase",0.0,0.0,0.009122570110257047,0.0,0.008078752875914726
"isoleucine--trna_ligase,_cytoplasmic",0.02495783091539115,0.026433513745802585,0.02117817100854227,0.02210534144971913,0.029911756839381007
transcription_factor_hes-7,0.0,0.0,0.009122622981627181,0.0,0.0
non-homologous_end-joining_factor_1,0.0,0.0,0.0,0.0,0.012805013096438524
slit-robo_rho_gtpase-activating_protein_2,0.0,0.008335962434670522,0.023583880117286665,0.024614709940813943,0.01615755980619155
cathepsin_b,0.06025752758354534,0.09049277578822676,0.057130822113150084,0.04154280083038437,0.09336439224584084
dna_repair_protein_xrcc3,0.008890107948733182,0.008336390997838417,0.009121879258618862,0.009519990086935904,0.018762264548464094
"rna-binding_motif,_single-stranded-interacting_protein_3",0.0,0.013214708096373689,0.0,0.0,0.012805172395967915
atp-citrate_synthase,0.02062182246156318,0.03480216742879165,0.00910888585776461,0.015069715434185992,0.042261061352933414
"succinyl-coa:3-ketoacid_coenzyme_a_transferase_1,_mitochondrial",0.0,0.008336521339313927,0.014459853266706728,0.015091447635148048,0.0
tumor_necrosis_factor_receptor_superfamily_member_8,0.04185406995539758,0.03873221518506912,0.04008798106283252,0.015035211539270572,0.045579426281065705
histone_acetyltransferase_p300,0.0,0.008336940456740959,0.0,0.0,0.012805360423497815
complement_factor_d,0.04378884365844163,0.05469682268793099,0.031254049336307266,0.032633772683553906,0.06246998392027016
hyaluronan_synthase_3,0.008889513164293554,0.013213147116409309,0.014458659778996092,0.0,0.022689172525594305
alpha-parvin,0.0,0.013212492291718387,0.0,0.0,0.03304469427693344
cryptochrome-2,0.0,0.01936166929308837,0.0,0.0,0.022689118213359744
dna_repair_protein_rad51_homolog_1,0.0,0.025014903321174755,0.0,0.02210557380770641,0.02897927157370935
mitogen-activated_protein_kinase_kinase_kinase_3,0.008890146636953361,0.013214088694119306,0.0091219189554679,0.009520031516294769,0.016159160086354867
interleukin-7,0.05068044614298579,0.0547021367181678,0.05359802113636422,0.05565503782518995,0.06085738867271771
bloom_syndrome_protein,0.0,0.008336965924710053,0.009122508357410767,0.0,0.008078698188915507
transmembrane_7_superfamily_member_3,0.0,0.008337045270393037,0.0,0.0,0.008078775076578382
nuclear_receptor_ror-gamma,0.026681373811344063,0.02643485938929555,0.014450345210337523,0.0,0.032357904754654714
calcium-activated_potassium_channel_subunit_beta-4,0.0,0.008337045270393037,0.0,0.0,0.008078775076578382
syndecan-3,0.008881554299960235,0.03667768340233332,0.014444750121836249,0.0,0.03973645711361573
transcription_factor_mafb,0.030760172272791025,0.030863167945009456,0.0327208440813307,0.0,0.029902399069517176
calcitonin_receptor,0.036927862113975043,0.05155160740485717,0.036337083652261036,0.01891159901946412,0.05389676806617018
h/aca_ribonucleoprotein_complex_subunit_4,0.03555695981894247,0.03966772379271676,0.03947372463156959,0.0352218357184164,0.040435849214080555
"acetyl-coa_acetyltransferase,_mitochondrial",0.024895108277561827,0.0,0.04701456346112766,0.048805220879098464,0.016105522476346435
saitohin,0.014071049686699347,0.04332150288410327,0.0,0.0,0.03552099880176467
"ornithine_aminotransferase,_mitochondrial",0.022981195872940407,0.01935165039310466,0.03159480323661956,0.01508314552072126,0.025612484392562473
tumor_necrosis_factor_receptor_superfamily_member_4,0.00889067565054135,0.0,0.0,0.0,0.012805334133410626
urocortin-3,0.022964477974527078,0.03970371288143244,0.018224646483205195,0.019021157759232788,0.041205923223528666
n-fatty-acyl-amino_acid_synthase/hydrolase_pm20d1,0.008890642627273338,0.008336892374131549,0.009122427876601185,0.0,0.008078626916832747
beta-2-glycoprotein_1,0.06498201033985562,0.0728882870723856,0.0550985046256622,0.04377557445563254,0.08016660151239885
heat_shock_protein_beta-9,0.0,0.0,0.009122622981627181,0.0,0.0
c-reactive_protein,0.11131752092027705,0.19038095271290037,0.09381062852471105,0.08647040894816097,0.19322172795509748
histone-binding_protein_rbbp4,0.0,0.013214274569263941,0.0,0.0,0.01280483978092903
pleckstrin,0.042728333225365414,0.046457609512699276,0.04121201115488831,0.030027763877346726,0.05202164016233141
interleukin-12_subunit_beta,0.054380051498555744,0.05488432188370937,0.04720944219062618,0.03482184632506895,0.0633674308989938
tubulin_beta-2a_chain,0.0,0.0,0.009122622981627181,0.0,0.0
interleukin-12_receptor_subunit_beta-2,0.02494463708297005,0.03258388853173215,0.023562992755998147,0.03413180424762074,0.038915659104441995
retinol-binding_protein_4,0.0575963720863073,0.06343796822855355,0.053627769790629755,0.049190745567142855,0.07397933844626885
collagen_alpha-1(viii)_chain,0.0,0.0,0.0,0.0,0.008078829764618557
"ptb-containing,_cubilin_and_lrp1-interacting_protein",0.0,0.0,0.0,0.0,0.008078829764618557
dihydropyrimidinase,0.020606246833830978,0.03777360493647,0.034741307184880756,0.03524072295829987,0.03848171911731563
period_circadian_protein_homolog_3,0.03386697682172907,0.03175690843868762,0.0,0.0,0.03233536584425562
cell_adhesion_molecule_1,0.0720773036494808,0.09832166969649983,0.0643039897909882,0.05725443877745713,0.1139385543003764
interleukin-13_receptor_subunit_alpha-1,0.0,0.0,0.0,0.0,0.008078829764618557
glutamine_synthetase,0.0697932227415455,0.06711928427281202,0.06873634316613207,0.06089004691388758,0.07203566574780121
sterol_regulatory_element-binding_protein_1,0.04064367783203282,0.04714715972946951,0.02104090200894616,0.024455904803638073,0.05921029733484324
"beta-1,3-galactosyltransferase_2",0.0,0.013214274569263941,0.0,0.0,0.01280483978092903
cystic_fibrosis_transmembrane_conductance_regulator,0.07508974261231446,0.05537493960328823,0.07963745968834635,0.07133958126421984,0.06679461152063512
mediator_of_rna_polymerase_ii_transcription_subunit_25,0.0,0.0,0.0,0.0,0.008078829764618557
erythropoietin_receptor,0.05734080601124947,0.06897782804554863,0.049282289580386204,0.050888386319359734,0.0721099324581647
receptor-type_tyrosine-protein_phosphatase_s,0.0,0.00833699234126106,0.0,0.00952067680897472,0.0
sodium/glucose_cotransporter_1,0.0,0.008336940456740959,0.0,0.0,0.012805360423497815
plasminogen_activator_inhibitor_1,0.0912615593880453,0.16562752119983484,0.0684700625625885,0.0559268965448266,0.19190613258220265
e3_ubiquitin-protein_ligase_cbl,0.014092221303961669,0.008336459527911129,0.014459746053664463,0.009520068346894324,0.0080782074795928
exosome_component_10,0.008888804679306936,0.02341021838388927,0.0,0.0,0.028980243743413684
eukaryotic_translation_initiation_factor_2_subunit_1,0.017780213921973598,0.0,0.0,0.01508832836904648,0.026854766821718012
neurogranin,0.0248143543835175,0.05647137430897654,0.025462817797244616,0.0,0.05476032501572513
"alpha-1,6-mannosylglycoprotein_6-beta-n-acetylglucosaminyltransferase_a",0.0,0.06091847649139357,0.02101097452865288,0.0,0.06041822426897024
tight_junction-associated_protein_1,0.0,0.008337045270393037,0.0,0.0,0.008078775076578382
tyrosine-protein_kinase_csk,0.0,0.013211608784261437,0.02737635982209221,0.026730803322728605,0.02088651349131158
far_upstream_element-binding_protein_3,0.0,0.0,0.0,0.009520741257340384,0.0
myelin-oligodendrocyte_glycoprotein,0.058572710414207044,0.04959141937318277,0.0582772944618094,0.04474469359317674,0.05992397406141771
na(+)/h(+)_exchange_regulatory_cofactor_nhe-rf1,0.03702685855825341,0.04969382065156296,0.037233136104704904,0.0,0.04869835903491064
dual_specificity_protein_phosphatase_cdc14a,0.0,0.00833699234126106,0.0,0.00952067680897472,0.0
retinal_dehydrogenase_1,0.029534641425957908,0.026432316387826057,0.0,0.0,0.03609420709526807
arsenite_methyltransferase,0.02064811693786006,0.0,0.02118704493992175,0.0,0.016157048157935835
transcription_factor_7-like_2,0.048073760348442934,0.06150305736909781,0.0417560777370475,0.03235479603570758,0.06702350265816462
translin-associated_protein_x,0.008889898235069239,0.013213719475852991,0.009121664077573543,0.0,0.02088985032856758
casein_kinase_ii_subunit_beta,0.0,0.013214148807385567,0.009122393792394837,0.0,0.012804717915691956
insulin-like_growth_factor-binding_protein_6,0.049835014388206256,0.053230428347616154,0.053506906384632645,0.04692450459622439,0.05714956347718366
cbp/p300-interacting_transactivator_2,0.0,0.01667502519479924,0.0,0.0,0.01615826730474123
ubiquilin-4,0.0,0.0,0.0,0.0,0.008078829764618557
mitogen-activated_protein_kinase_7,0.008888524106683166,0.021555844140430745,0.0,0.0,0.02685714125594599
serpin_h1,0.03185707180938603,0.03828020063694957,0.023549790173496985,0.019009511703478577,0.04286429901000672
dynamin-3,0.008890576474759099,0.0,0.0,0.009520491808978866,0.01615825649164081
protein_nov_homolog,0.0,0.008337045270393037,0.0,0.0,0.008078775076578382
integrin_beta-2,0.008889010563294015,0.016674107475953735,0.0,0.0,0.026857336003335414
cilia-_and_flagella-associated_protein_20,0.014092215275176699,0.008336455961495244,0.014459739867648947,0.0,0.012804616249267832
tbc1_domain_family_member_4,0.014061457322782103,0.03171807041569087,0.014428109406706184,0.019004940683306746,0.049089142097866974
"malate_dehydrogenase,_mitochondrial",0.014092068268134552,0.013213996315876797,0.009121855185134515,0.0,0.01615904711944177
toll-like_receptor_6,0.0,0.0,0.0,0.0,0.008078829764618557
niemann-pick_c1_protein,0.008890754337113872,0.0,0.009122542498795114,0.0,0.0
apoptosis-associated_speck-like_protein_containing_a_card,0.017772214975975444,0.02991112331024045,0.00911596402972356,0.015081425542192743,0.03374160070090036
peroxisomal_multifunctional_enzyme_type_2,0.008864499009979727,0.021495029321710626,0.03728820673001918,0.053175245603328994,0.01611184445819774
hyaluronan_and_proteoglycan_link_protein_1,0.01776724529800651,0.03481956069790546,0.014445258426453176,0.019027983731093108,0.03554772136211761
angiopoietin-related_protein_1,0.0,0.008336321712006408,0.0,0.0,0.025620223662350863
nedd8,0.008879297245619304,0.038803188538908524,0.014441079301970144,0.0,0.04086498678214207
nephronectin,0.0,0.03410687421112709,0.0,0.0,0.03304434436905211
exostosin-2,0.020645093377478822,0.019357555802712433,0.018244775587229038,0.0,0.02562167104200694
protein_4.1,0.04555267942189393,0.04731616773257638,0.051409567077399534,0.04623078389209141,0.05193897462409721
"protein_o-linked-mannose_beta-1,2-n-acetylglucosaminyltransferase_1",0.04820828580936542,0.03305523861971081,0.06210872717914747,0.05433449444601829,0.038138728881656495
serine/arginine-rich_splicing_factor_1,0.008890422890694943,0.008336686323761342,0.009122202411337052,0.00952032734317297,0.012804970080731622
cyclin-dependent_kinase_19,0.0,0.008336940456740959,0.0,0.0,0.012805360423497815
tropomodulin-1,0.0,0.013214114094364862,0.0,0.0095205020667422,0.012804684278229218
"trna_modification_gtpase_gtpbp3,_mitochondrial",0.0,0.0,0.009122512194247862,0.009520650646097334,0.0
death-associated_protein_kinase_1,0.017765005169392077,0.03670154592433707,0.009111665741466888,0.0,0.03662386494347804
nf-kappa-b_inhibitor-like_protein_1,0.03189132050837732,0.030864456011554416,0.028921474443188808,0.009512374085211014,0.030772255321490433
anoctamin-5,0.0229760684583744,0.027701084557907294,0.00911496954392186,0.009512778808036674,0.037129147471815976
leukotriene_a-4_hydrolase,0.022989466806525326,0.013211721559234786,0.02118665781115849,0.0,0.01875898516439763
"elongation_factor_ts,_mitochondrial",0.008890412208007717,0.0,0.009122191450144725,0.015091728169221053,0.0
solute_carrier_family_22_member_5,0.0,0.008336645107384856,0.009122157311387942,0.015091671690156763,0.008078387310069721
sphingomyelin_phosphodiesterase_4,0.014091716074256282,0.008336160651892905,0.014459227647582052,0.0,0.018761746121297173
suppressor_of_cytokine_signaling_1,0.053827147527740704,0.06688958277493377,0.048657132374861814,0.026084289616036635,0.07061055963979557
nectin-3,0.0,0.013214063714881123,0.0,0.0,0.016159197869630715
mitogen-activated_protein_kinase_kinase_kinase_mlt,0.0,0.008337045270393037,0.0,0.0,0.008078775076578382
stromal_interaction_molecule_1,0.017771002241242565,0.02770364465364954,0.027375400400265096,0.019032007261672847,0.03235335396290341
cystinosin,0.040252783389012066,0.0,0.05110081398195326,0.036234453201200244,0.036986860647431084
ataxin-3,0.026582692842955925,0.04754359052210594,0.01817522719711958,0.00948219746654114,0.0515727398861456
histamine_n-methyltransferase,0.0338598050216681,0.03829229089993437,0.025575123269972525,0.0150580256406718,0.04158561528047643
apoptosis-stimulating_of_p53_protein_2,0.008890484923944085,0.013214591515330481,0.0,0.0,0.012805059427876188
melanocortin-2_receptor_accessory_protein,0.022986321689190615,0.008333214288763107,0.02562172043191626,0.024620783504860532,0.016152932096893877
growth_factor_receptor-bound_protein_2,0.01777897992056725,0.023410431884526604,0.01445479899690085,0.0,0.02898878133372228
"mimitin,_mitochondrial",0.056189679510288616,0.05173276294611843,0.05392111439866891,0.0515345727052906,0.05859810710359419
carbamoyl-phosphate_synthase,0.017777680523710218,0.008332998336263697,0.02738568798303934,0.026745903435200686,0.01615251349898696
peptidyl-prolyl_cis-trans_isomerase_fkbp9,0.0,0.008336368227819418,0.014459587691935916,0.01509117046029205,0.01280448149223723
cd27_antigen,0.008890085373731935,0.013213997634019325,0.009121856095071598,0.0,0.01876221690470678
retinoic_acid_receptor_alpha,0.07581456860554331,0.07064054448435528,0.07185771167470864,0.04651103879319858,0.07761740554398983
interleukin-1_receptor-associated_kinase_1,0.03628191995484871,0.04777848557131477,0.018182128686928284,0.024531040346010887,0.048971385833734844
syntaxin-binding_protein_1,0.01775910867473328,0.026407928538678804,0.03378595266308806,0.0398258591661395,0.02681853730561206
synemin,0.02816986112868098,0.037737533885777635,0.034744476495246465,0.024591099029527032,0.03845972004055232
src_kinase-associated_phosphoprotein_2,0.0,0.013214874231838588,0.0,0.0,0.0080786564503805
c-c_motif_chemokine_26,0.054466561565585304,0.049891832939617464,0.05510187908132233,0.04547508877315343,0.059840695659587564
transmembrane_protease_serine_2,0.0,0.023414870099259872,0.0,0.0,0.0242477552104669
vesicle-associated_membrane_protein_7,0.01778315879004123,0.0083355661844237,0.021184702495654385,0.009519048166681235,0.02088615397125724
homeobox_protein_emx2,0.0,0.0,0.0,0.0,0.008078829764618557
"atp-dependent_6-phosphofructokinase,_liver_type",0.0,0.01667498019723047,0.0,0.0,0.024249532424455742
bcl-2-like_protein_11,0.008890339202449086,0.013214374918592744,0.0,0.0,0.016159510102704385
coiled-coil_domain-containing_protein_178,0.0,0.008337045270393037,0.0,0.0,0.008078775076578382
histone-lysine_n-methyltransferase_smyd3,0.0,0.02341399699062901,0.0,0.0,0.024247028011528754
complex_iii_assembly_factor_lyrm7,0.008890646366557002,0.0,0.00912243171337058,0.009520566652752083,0.0
metabotropic_glutamate_receptor_7,0.020628408978508254,0.030862718872210936,0.03477228338774473,0.0,0.03435825761536935
rab_gdp_dissociation_inhibitor_alpha,0.0,0.02502024067077746,0.0,0.0,0.024243311863133856
hairy/enhancer-of-split_related_with_yrpw_motif-like_protein,0.032819267682090786,0.048893940303572095,0.009087359807695854,0.0,0.05120899391472291
gremlin-1,0.02659021628752142,0.0505533667132035,0.01818037115733048,0.0,0.05020397132127567
eukaryotic_translation_initiation_factor_4b,0.0,0.008337045270393037,0.0,0.0,0.008078775076578382
heterogeneous_nuclear_ribonucleoprotein_k,0.04000873871634426,0.05665614538018901,0.030090328790079935,0.0,0.05967037649809639
na(+)/h(+)_exchange_regulatory_cofactor_nhe-rf2,0.017784350503999357,0.008336124780941234,0.009121587957695795,0.0,0.018761665388485452
serine/threonine-protein_kinase_chk2,0.01773889136379283,0.043965346996315095,0.009098271978527377,0.0,0.044607901415487615
mediator_of_rna_polymerase_ii_transcription_subunit_1,0.02666881399542206,0.032578086136036154,0.02736523617754592,0.0,0.03659106758111581
tenascin,0.08063900868175512,0.10878345358616154,0.07440186074166812,0.06430421931043481,0.11312951019969729
resistin-like_beta,0.0,0.02769535831404734,0.0,0.0,0.03708693238165762
mothers_against_decapentaplegic_homolog_1,0.04912012999491744,0.06561913554063238,0.04649286419073721,0.04174411146230048,0.06759593486125205
carboxypeptidase_a4,0.024961854081553183,0.025016540855519947,0.01445119796273636,0.01508213635365026,0.031599715159924414
phenazine_biosynthesis-like_domain-containing_protein,0.0,0.0,0.0,0.0,0.016159999330540766
interferon_regulatory_factor_2-binding_protein_2,0.0,0.008336940456740959,0.0,0.0,0.012805360423497815
lateral_signaling_target_protein_2_homolog,0.0,0.0,0.0,0.0,0.008078829764618557
dendrin,0.0,0.0,0.03376790807248484,0.0,0.03755269815719324
"sulfite_oxidase,_mitochondrial",0.0,0.0,0.009122622981627181,0.0,0.0
coiled-coil_and_c2_domain-containing_protein_1a,0.030760820807398313,0.029897280761803268,0.0,0.0,0.03158122794252951
glycosylphosphatidylinositol-anchored_high_density_lipoprotein-binding_protein_1,0.02297941996360674,0.013206444094510616,0.02561373517292165,0.019035153554699705,0.03373224234264189
interleukin-23_receptor,0.06591267494599153,0.06407862231760159,0.062332704435094984,0.05107739245140017,0.07654987866716534
steroid_hormone_receptor_err2,0.014092068268134552,0.013213996315876797,0.009121855185134515,0.0,0.01615904711944177
rna_binding_protein_fox-1_homolog_1,0.014091164844101209,0.008335834563636183,0.021188947186909383,0.0,0.01615801118410241
"procollagen-lysine,2-oxoglutarate_5-dioxygenase_2",0.008888086768522065,0.01321102695787795,0.014456339767676126,0.0267507094493537,0.018757998917715873
"monofunctional_c1-tetrahydrofolate_synthase,_mitochondrial",0.01409077577994128,0.01321278436218063,0.0,0.015089787729923296,0.02268854961621425
laminin_subunit_gamma-2,0.0,0.01667642762849582,0.0,0.0,0.016159343315783982
tyrosine_aminotransferase,0.02488462422675781,0.033290934489413275,0.04493680483975276,0.04596155141608635,0.038843806810497344
serine/threonine-protein_kinase_d1,0.0,0.021557115412171354,0.009120791998388481,0.015089412920126954,0.020887853148722362
"camp-specific_3',5'-cyclic_phosphodiesterase_4b",0.0,0.0,0.0,0.0,0.008078829764618557
brachyury_protein,0.02063519562863945,0.032606592562093445,0.023575654173111464,0.015079488082683418,0.0323465572754854
e3_ubiquitin-protein_ligase_mib2,0.01409268333121742,0.008336732846888689,0.009122253318060419,0.0,0.00807847233152442
carbonic_anhydrase_4,0.03776636227693852,0.04213473623640008,0.03561237197249449,0.009492410182694479,0.046492657157614525
frizzled-4,0.022972221721440297,0.021537100504100737,0.030316942147120555,0.03631562646560269,0.02560207251110073
glycophorin-a,0.05821137333405184,0.060460214446736806,0.05952089655925504,0.06337886070990738,0.0649630095328469
g-protein_coupled_receptor_26,0.0,0.013214708096373689,0.0,0.0,0.012805172395967915
creb-regulated_transcription_coactivator_2,0.0,0.008337045270393037,0.0,0.0,0.008078775076578382
receptor-type_tyrosine-protein_phosphatase_t,0.0,0.008336944023571395,0.0,0.009520621631149358,0.008078676966244
monocarboxylate_transporter_7,0.008890754337113872,0.0,0.009122542498795114,0.0,0.0
mediator_of_rna_polymerase_ii_transcription_subunit_28,0.0,0.008337045270393037,0.0,0.0,0.008078775076578382
mitogen-activated_protein_kinase_kinase_kinase_14,0.0,0.008337093589256286,0.0,0.0,0.0
c-maf-inducing_protein,0.0,0.03666282899441206,0.03473448317538447,0.0,0.033041979063570245
beta-2_adrenergic_receptor,0.06865087918079547,0.07086460348524111,0.055785650468914275,0.05218618904257177,0.08331130126927536
alpha-2-antiplasmin,0.06905493894635627,0.08194895832794004,0.060633351387832116,0.05796157223764149,0.08726489714416474
inhibitor_of_nuclear_factor_kappa-b_kinase_subunit_alpha,0.03380158838648571,0.04323604857376004,0.036466092845320486,0.026658405968274634,0.04583145554895368
proprotein_convertase_subtilisin/kexin_type_6,0.008890615468158603,0.008336866906611819,0.0,0.0,0.012805247452088496
myosin_light_chain_4,0.0,0.0,0.0,0.009520741257340384,0.0
e-selectin,0.0835606027569563,0.12391550160336777,0.0705656563276609,0.06605108247498111,0.15006415448301821
cyclin-h,0.014077844137239472,0.03259357212766725,0.00911264784525434,0.0,0.04223213443559305
type-2_angiotensin_ii_receptor,0.014072846123526273,0.034110682615185024,0.02116140124538585,0.019020880001970858,0.04054209288179372
wd_repeat_domain_phosphoinositide-interacting_protein_1,0.0318829373120752,0.029893461770051435,0.0,0.0,0.02896571911466532
"pyruvate_carboxylase,_mitochondrial",0.0,0.008335945420878347,0.014458854325333805,0.019045892897898764,0.016158226067512705
aquaporin-3,0.03174711258446049,0.05017552253866342,0.03638387932669887,0.028439268905869827,0.05169784786639313
immediate_early_response_3-interacting_protein_1,0.0,0.0,0.009122271926782692,0.015091861309547127,0.0
hepatocyte_nuclear_factor_3-alpha,0.0,0.023412178363305673,0.0,0.019037813094408378,0.027971110312092873
elongation_factor_1-alpha_2,0.017779602499756193,0.030876597739790554,0.01445530517088136,0.0,0.022683908325216516
epithelial_membrane_protein_2,0.008887754535359607,0.025022835283945062,0.009119464490118504,0.009517469929462436,0.02796815005258332
tyrosine-protein_kinase_itk/tsk,0.020644142363477606,0.013209490591543636,0.031600837102312075,0.009516718833714168,0.012800116586309588
fibroblast_growth_factor_2,0.07752505307276879,0.11309681396485159,0.07152726161314646,0.06802972038727002,0.12151564683419833
e3_ubiquitin-protein_ligase_xiap,0.03280408354372707,0.0475515719325207,0.034648037039895656,0.03152909526664205,0.04939682703670334
nf-kappa-b_essential_modulator,0.02297916313739206,0.008331907168242473,0.03033079184776066,0.03020847129494751,0.008073796145764332
netrin-4,0.01777510482340667,0.03086204664201413,0.01823879934159262,0.03018858600886406,0.030772520902507046
melanotransferrin,0.00888586853883452,0.03338514031749906,0.009117529324349625,0.01508272991989566,0.03434747184311203
matrix_metalloproteinase-20,0.03290010725762349,0.03542452063382795,0.03475761554808337,0.0,0.0408364369563615
11-cis_retinol_dehydrogenase,0.02495209565434339,0.01665881035867336,0.03737175061339393,0.0,0.033721819303154266
transcriptional_repressor_ctcf,0.03077424798296697,0.02769381037574828,0.028920649467927547,0.028566183067769264,0.02990365507597587
cyclic_amp-dependent_transcription_factor_atf-3,0.022951241160747385,0.03973757262212313,0.027344401909150527,0.02458256584972022,0.04013069420152424
phosphatidylethanolamine-binding_protein_1,0.022924682735491867,0.046593300829644316,0.0,0.0,0.04585694797428185
26s_protease_regulatory_subunit_6a,0.0,0.02643762311143351,0.0,0.0,0.020884100225599677
